,exchange,fsym,tsym,start,end
2,ABCC,ELF,ETH,1533081600,1543276800
3,ABCC,ELF,BTC,1533081600,1553558400
9,ABCC,TRX,ETH,1544054400,1553385600
11,ABCC,TRX,USDT,1572480000,1577664000
14,ABCC,MBN,BTC,1571443200,1575072000
19,ABCC,GRIN,USDT,1575504000,1578268800
20,ABCC,GRIN,BTC,1578268800,1578700800
21,ABCC,GNT,ETH,1526083200,1551225600
22,ABCC,GNT,BTC,1526083200,1538870400
23,ABCC,ADA,ETH,1531958400,1555027200
24,ABCC,ADA,BTC,1531958400,1536969600
25,ABCC,ADA,USDT,1531958400,1534377600
26,ABCC,FUN,BTC,1525824000,1541203200
27,ABCC,FUN,ETH,1525824000,1533427200
28,ABCC,BAT,ETH,1526169600,1541548800
29,ABCC,BAT,BTC,1526169600,1541548800
31,ABCC,WAVES,USDT,1571788800,1572220800
33,ABCC,CSM,BTC,1572134400,1572739200
36,ABCC,QTUM,ETH,1525392000,1532995200
37,ABCC,QTUM,BTC,1525392000,1540771200
38,ABCC,REP,ETH,1527811200,1540598400
39,ABCC,REP,BTC,1527724800,1535328000
40,ABCC,LTC,BTC,1524182400,1534377600
41,ABCC,LTC,ETH,1524528000,1537315200
43,ABCC,VENA,USDT,1572480000,1573516800
45,ABCC,DIO,ETH,1573171200,1574726400
46,ABCC,DIO,BTC,1572393600,1573430400
50,ABCC,EOS,BTC,1525478400,1538265600
51,ABCC,EOS,ETH,1525824000,1551225600
54,ABCC,OMG,ETH,1525564800,1551225600
55,ABCC,OMG,BTC,1525564800,1535760000
56,ABCC,XSN,BTC,1572480000,1572480000
58,ABCC,DASH,ETH,1525564800,1551225600
59,ABCC,DASH,BTC,1525564800,1540944000
60,ABCC,BTT,USDT,1571702400,1574553600
66,ABCC,LAMB,BTC,1572566400,1572566400
72,ABCC,SNT,ETH,1533081600,1553558400
73,ABCC,SNT,BTC,1533081600,1540684800
77,ABCC,BCH,USDT,1529366400,1534377600
78,ABCC,BCH,BTC,1525392000,1532995200
79,ABCC,BCH,ETH,1525392000,1543363200
82,ABCC,IOST,BTC,1533081600,1553558400
83,ABCC,IOST,ETH,1533081600,1553817600
84,ABCC,ETH,BTC,1524441600,1532044800
85,ABCC,ETH,USDT,1524528000,1532131200
86,ABCC,MCO,BTC,1533081600,1540684800
87,ABCC,MCO,ETH,1533081600,1553817600
88,ABCC,XLM,BTC,1534291200,1536710400
89,ABCC,XLM,ETH,1534291200,1553817600
98,ABCC,ZEC,ETH,1544745600,1554940800
99,ABCC,ETC,BTC,1526083200,1533686400
100,ABCC,ETC,ETH,1527206400,1551225600
107,ABCC,STORJ,BTC,1533686400,1538697600
108,ABCC,STORJ,ETH,1533686400,1553817600
111,ABCC,XDCE,ETH,1574812800,1574985600
114,ABCC,XRP,BTC,1525478400,1533081600
116,ABCC,ZRX,ETH,1525824000,1551225600
117,ABCC,ZRX,BTC,1525824000,1536019200
118,ABCC,ZRX,USDT,1531958400,1534377600
119,ABCC,KNC,ETH,1533168000,1551225600
120,ABCC,KNC,BTC,1533081600,1538092800
122,ABCC,BEAM,BTC,1571356800,1571356800
123,ABCC,CRO,USDT,1575331200,1575417600
124,ABCC,TLOS,BTC,1572566400,1572652800
127,ABCC,CVC,ETH,1526083200,1533686400
128,ABCC,CVC,BTC,1527465600,1537660800
130,ABCC,MPAY,BTC,1571788800,1571961600
134,ABCC,BNT,BTC,1533081600,1538092800
135,ABCC,BNT,ETH,1533081600,1553558400
136,ABCC,BTC,USDT,1524700800,1532304000
140,ABCC,BTZC,USDT,1575331200,1576627200
143,ACX,PLA,AUD,1575244800,1581206400
144,ACX,PLA,USDT,1575244800,1581206400
145,ACX,ETC,AUD,1571356800,1580515200
146,ACX,BTC,USDT,1533859200,1579392000
147,ACX,BTC,AUD,1571356800,1581206400
148,ACX,XRP,AUD,1571356800,1580515200
149,ACX,MOF,USDT,1575244800,1581206400
150,ACX,MOF,AUD,1575244800,1581206400
151,ACX,DOC,AUD,1571356800,1581206400
152,ACX,LOG,BTC,1575244800,1581206400
155,ACX,HC,AUD,1571356800,1579132800
156,ACX,BCH,AUD,1571356800,1580860800
157,ACX,ETH,AUD,1571356800,1581120000
158,ACX,ETH,USDT,1534118400,1558483200
159,ACX,UBTC,BTC,1572739200,1581033600
160,ACX,LTC,AUD,1571356800,1579392000
161,ACX,DASH,BTC,1524528000,1579046400
162,ACX,USDT,AUD,1571356800,1577059200
163,ACX,EOS,AUD,1571356800,1580860800
164,AidosMarket,ADK,BTC,1571356800,1581206400
167,BCEX,ETH,BTC,1535932800,1581206400
168,BCEX,ETH,USDT,1571356800,1581206400
169,BCEX,ETH,CKUSD,1571356800,1581206400
172,BCEX,ONT,CKUSD,1571788800,1571788800
175,BCEX,BTC,USDT,1571356800,1581206400
176,BCEX,BTC,CKUSD,1571356800,1581206400
177,BCEX,BHPC,BTC,1571356800,1576022400
179,BCEX,EOS,USDT,1571356800,1581206400
180,BCEX,EOS,CKUSD,1571356800,1581206400
181,BCEX,EOS,ETH,1535932800,1581206400
182,BCEX,ZEC,BTC,1535932800,1551225600
183,BCEX,ZEC,CKUSD,1571356800,1581120000
187,BCEX,LTC,CKUSD,1571356800,1580342400
188,BCEX,LTC,BTC,1535932800,1551225600
189,BCEX,XLM,BTC,1535932800,1551225600
190,BCEX,XLM,CKUSD,1571356800,1581206400
191,BCEX,XLM,USDT,1571356800,1581206400
192,BCEX,LKY,CKUSD,1573430400,1573430400
198,BCEX,PAX,USDT,1571356800,1577923200
200,BCEX,XRP,BTC,1535932800,1551225600
201,BCEX,XRP,CKUSD,1571356800,1581206400
202,BCEX,WIC,CKUSD,1581206400,1581206400
203,BCEX,DOGE,BTC,1535846400,1551225600
204,BCEX,DOGE,CKUSD,1571356800,1571356800
206,BCEX,NAS,CKUSD,1571356800,1581206400
208,BCEX,PTT,ETH,1571356800,1581206400
209,BCEX,QTUM,CKUSD,1571356800,1581206400
215,BCEX,ETC,CKUSD,1571356800,1580601600
216,BCEX,ETC,BTC,1535932800,1551225600
217,BCEX,AIDOC,CKUSD,1571788800,1580860800
222,BCEX,EMC2,BTC,1574899200,1574899200
223,BCEX,BASH,CKUSD,1573603200,1573603200
229,BTCAlpha,GENE,ETH,1571529600,1578268800
230,BTCAlpha,GENE,BTC,1571356800,1581206400
231,BTCAlpha,GENE,USD,1571356800,1581206400
234,BTCAlpha,BDX,BTC,1571356800,1581206400
235,BTCAlpha,BDX,USDT,1571788800,1580947200
236,BTCAlpha,DOGE,USDT,1541030400,1581206400
237,BTCAlpha,DOGE,BTC,1540944000,1581206400
238,BTCAlpha,PIRL,BTC,1571443200,1581120000
239,BTCAlpha,PIRL,USD,1571443200,1580774400
241,BTCAlpha,PZM,USD,1571356800,1581206400
242,BTCAlpha,PZM,BTC,1571356800,1581206400
246,BTCAlpha,UCASH,USD,1571443200,1581206400
247,BTCAlpha,UCASH,BTC,1571616000,1581206400
248,BTCAlpha,UCASH,ETH,1572566400,1578787200
249,BTCAlpha,NIM,BTC,1571529600,1581120000
250,BTCAlpha,NIM,ETH,1571443200,1576800000
251,BTCAlpha,NIM,USD,1571443200,1580428800
252,BTCAlpha,R,USDT,1571356800,1581206400
253,BTCAlpha,R,BTC,1571356800,1572825600
254,BTCAlpha,MNC,USDT,1571443200,1581120000
255,BTCAlpha,MNC,BTC,1571443200,1581120000
256,BTCAlpha,MNC,ETH,1571443200,1579046400
257,BTCAlpha,MNC,USD,1571356800,1581206400
258,BTCAlpha,ETH,BTC,1534204800,1581206400
259,BTCAlpha,ETH,USDT,1533686400,1581206400
260,BTCAlpha,ETH,USD,1534204800,1581206400
261,BTCAlpha,ETH,USDQ,1571356800,1581206400
262,BTCAlpha,JWL,ETH,1578355200,1578355200
263,BTCAlpha,NPC,BTC,1571356800,1581206400
264,BTCAlpha,DEEX,BTC,1571616000,1581033600
265,BTCAlpha,DEEX,USD,1571616000,1581206400
266,BTCAlpha,SPND,BTC,1571443200,1581033600
267,BTCAlpha,SPND,ETH,1571529600,1578960000
268,BTCAlpha,SPND,USD,1571356800,1581206400
269,BTCAlpha,REM,USDT,1571356800,1581206400
270,BTCAlpha,REM,BTC,1571356800,1581206400
271,BTCAlpha,AC3,BTC,1571356800,1580947200
272,BTCAlpha,AC3,ETH,1572048000,1578614400
273,BTCAlpha,AC3,USD,1571356800,1581206400
281,BTCAlpha,BTC,USDT,1532131200,1581206400
282,BTCAlpha,BTC,USDQ,1571356800,1581206400
283,BTCAlpha,BTC,USD,1534204800,1581206400
284,BTCAlpha,LTC,USD,1534204800,1581206400
285,BTCAlpha,LTC,BTC,1534204800,1581206400
286,BTCAlpha,XEM,BTC,1533772800,1581033600
287,BTCAlpha,DASH,USDT,1563494400,1581033600
288,BTCAlpha,DASH,BTC,1563494400,1581120000
289,BTCAlpha,XRP,USD,1534032000,1581206400
290,BTCAlpha,XRP,BTC,1534032000,1581206400
291,BTCAlpha,TRX,BTC,1535587200,1581206400
292,BTCAlpha,TRX,USD,1571356800,1581206400
293,BTCAlpha,NOAH,USD,1571356800,1581120000
294,BTCAlpha,NOAH,BTC,1571616000,1581033600
295,BTCAlpha,NOAH,ETH,1571356800,1578614400
296,BTCAlpha,NSD,BTC,1571443200,1580428800
297,BTCAlpha,NSD,USDT,1576454400,1579219200
298,BTCAlpha,NSD,ETH,1576195200,1579132800
299,BTCAlpha,CDY,BTC,1571788800,1580256000
300,BTCAlpha,CDY,USDT,1571356800,1581206400
302,BTCAlpha,USDT,USDQ,1571356800,1581206400
303,BTCAlpha,DIM,BTC,1572480000,1581206400
304,BTCAlpha,DIM,USD,1571356800,1581206400
305,BTCAlpha,BRIA,USD,1571356800,1581120000
306,BTCAlpha,BRIA,ETH,1571788800,1578096000
307,BTCAlpha,BRIA,BTC,1571356800,1581120000
308,BTCAlpha,VEST,BTC,1571356800,1581206400
309,BTCAlpha,EOS,BTC,1556236800,1580688000
310,BTCAlpha,EOS,USDT,1556236800,1581206400
313,BTCAlpha,KZC,USD,1571616000,1580774400
314,BTCAlpha,KZC,BTC,1571356800,1580860800
315,BTCAlpha,CCRB,BTC,1571356800,1581120000
316,BTCAlpha,ICX,BTC,1552608000,1580774400
317,BTCAlpha,PTI,BTC,1571356800,1581206400
318,BTCAlpha,PTI,USD,1571356800,1580774400
319,BTCAlpha,PTI,USDT,1571443200,1579132800
320,BTCAlpha,BBR,BTC,1571356800,1581206400
328,BTCAlpha,HWC,USD,1571356800,1580947200
329,BTCAlpha,HWC,BTC,1571616000,1580947200
330,BTCAlpha,UBEX,ETH,1571356800,1579132800
331,BTCAlpha,UBEX,BTC,1571356800,1581206400
332,BTCAlpha,UBEX,USDT,1571616000,1581206400
334,BTCAlpha,BTCZ,USD,1571443200,1581033600
335,BTCAlpha,BTCZ,BTC,1571356800,1581206400
336,BTCAlpha,BTCZ,ETH,1571356800,1579046400
337,BTCAlpha,BTS,BTC,1531440000,1580947200
338,BTCAlpha,BTS,ETH,1525478400,1578700800
339,BTCAlpha,BTS,USD,1572566400,1580947200
340,BTCAlpha,MRK,ETH,1571356800,1579046400
341,BTCAlpha,MRK,BTC,1571443200,1581206400
342,BTCAlpha,GRN,BTC,1571356800,1581206400
344,BTCAlpha,GRN,USD,1571529600,1581206400
345,BTCAlpha,ACT,BTC,1571529600,1581120000
346,BTCAlpha,ACT,USD,1571356800,1581120000
347,BTCAlpha,ETZ,BTC,1571875200,1580860800
348,BTCAlpha,ETZ,ETH,1571529600,1578268800
351,BTCAlpha,PGC,BTC,1571443200,1581033600
352,BTCAlpha,ZEC,BTC,1534204800,1581206400
354,BTCAlpha,VEX,BTC,1571356800,1581206400
355,BTCAlpha,VEX,USD,1571356800,1581206400
358,BTCAlpha,ETC,BTC,1534118400,1581206400
359,BTCAlpha,WIZ,USD,1571356800,1581206400
360,BTCAlpha,WIZ,BTC,1571356800,1581120000
361,BTCAlpha,DCY,BTC,1576022400,1581206400
362,BTCAlpha,EVENC,BTC,1571443200,1580947200
363,BTCAlpha,ATB,BTC,1571356800,1580947200
366,BTCAlpha,MIN,BTC,1571356800,1578873600
367,BTCAlpha,HQX,ETH,1578614400,1578960000
368,BTCAlpha,HQX,BTC,1572393600,1580256000
371,BTCAlpha,XMR,BTC,1534204800,1536624000
372,BTCAlpha,USD,USDT,1571356800,1581206400
373,BTCAlpha,BCH,BTC,1532995200,1580947200
374,BTCAlpha,XCG,BTC,1571443200,1580688000
375,BTCBOX,LTC,JPY,1571356800,1581206400
376,BTCBOX,BCH,JPY,1571356800,1581206400
377,BTCBOX,ETH,JPY,1571356800,1581206400
378,BTCBOX,BTC,JPY,1531267200,1581206400
379,BTCExchange,BCH,EUR,1543622400,1581033600
380,BTCExchange,ETH,EUR,1543622400,1581206400
381,BTCExchange,XRP,EUR,1571616000,1580947200
382,BTCExchange,BTC,EUR,1543622400,1581206400
383,BTCExchange,BTC,USDC,1571356800,1581206400
384,BTCMarkets,BCH,AUD,1579651200,1581206400
385,BTCMarkets,BCH,BTC,1506038400,1581206400
386,BTCMarkets,ETH,AUD,1571356800,1581206400
387,BTCMarkets,ETH,BTC,1457827200,1581206400
388,BTCMarkets,XRP,BTC,1507852800,1581206400
389,BTCMarkets,XRP,AUD,1571356800,1581206400
390,BTCMarkets,BTC,AUD,1571356800,1581206400
391,BTCMarkets,ETC,BTC,1470096000,1581033600
392,BTCMarkets,ETC,AUD,1571356800,1581206400
393,BTCMarkets,LTC,AUD,1571356800,1581206400
394,BTCMarkets,LTC,BTC,1406764800,1581206400
395,BTCTurk,XLM,TRY,1571356800,1581206400
396,BTCTurk,ETH,TRY,1571356800,1581206400
397,BTCTurk,ETH,BTC,1507420800,1509840000
398,BTCTurk,BTC,TRY,1571356800,1581206400
399,BTCTurk,LTC,TRY,1571356800,1581206400
400,BTCTurk,XRP,TRY,1571356800,1581206400
403,Bgogo,ANKR,BTC,1571875200,1571875200
406,Bgogo,ATP,USDT,1571356800,1573430400
408,Bgogo,HYN,USDT,1571356800,1580688000
411,Bgogo,OMG,ETH,1579478400,1581206400
412,Bgogo,OMG,BTC,1579478400,1581206400
413,Bgogo,OMG,USDT,1579478400,1581206400
414,Bgogo,HT,ETH,1579478400,1581206400
415,Bgogo,HT,BTC,1579478400,1581206400
416,Bgogo,HT,USDT,1579478400,1580860800
424,Bgogo,DX,ETH,1571702400,1581033600
430,Bgogo,BTC,USDT,1546819200,1581206400
431,Bgogo,HAZ,USDT,1573776000,1581206400
432,Bgogo,VSYS,BTC,1571356800,1581206400
434,Bgogo,ONT,BTC,1571356800,1581206400
435,Bgogo,NEO,BTC,1581120000,1581120000
436,Bgogo,LTC,USDT,1571356800,1581206400
437,Bgogo,LTC,ETH,1571356800,1581206400
438,Bgogo,LTC,BTC,1571356800,1581206400
439,Bgogo,DACC,BTC,1571356800,1581206400
440,Bgogo,IOTX,ETH,1571356800,1581206400
442,Bgogo,XRP,USDT,1571356800,1581206400
443,Bgogo,XRP,BTC,1571356800,1581206400
447,Bgogo,ABL,ETH,1571356800,1581206400
448,Bgogo,DOGE,ETH,1579478400,1581206400
449,Bgogo,DOGE,USDT,1579478400,1581206400
450,Bgogo,TAC,ETH,1571356800,1581206400
451,Bgogo,OGO,BTC,1571356800,1581206400
455,Bgogo,ADA,USDT,1579478400,1581206400
456,Bgogo,ADA,ETH,1579478400,1581206400
457,Bgogo,ADA,BTC,1578009600,1581206400
458,Bgogo,ETH,BTC,1546819200,1581206400
459,Bgogo,ETH,USDT,1546819200,1581206400
461,Bgogo,BGG,BTC,1571356800,1581206400
462,Bgogo,BGG,USDT,1571356800,1581206400
464,Bgogo,BNB,ETH,1571356800,1574035200
467,Bibox,ETH,USDT,1528070400,1581206400
469,Bibox,ETH,BTC,1528070400,1581206400
470,Bibox,ZYN,BTC,1578355200,1581206400
471,Bibox,ZYN,ETH,1578355200,1581206400
472,Bibox,ZYN,USDT,1578355200,1581206400
473,Bibox,EOS,BTC,1528070400,1581206400
474,Bibox,EOS,ETH,1528070400,1581206400
475,Bibox,EOS,USDT,1528070400,1581206400
476,Bibox,EOSDAC,ETH,1571356800,1581206400
477,Bibox,EOSDAC,BTC,1571356800,1581206400
479,Bibox,HDAC,ETH,1573084800,1579046400
480,Bibox,HDAC,BTC,1571356800,1581206400
481,Bibox,BU,ETH,1571356800,1581206400
483,Bibox,BU,USDT,1571356800,1581206400
484,Bibox,BU,BTC,1571356800,1581206400
486,Bibox,GTO,BTC,1576627200,1580774400
487,Bibox,BSV,BTC,1571356800,1581206400
488,Bibox,BSV,ETH,1571356800,1581206400
489,Bibox,BSV,USDT,1571356800,1581206400
491,Bibox,BTM,USDT,1528070400,1581206400
492,Bibox,BTM,ETH,1528070400,1581206400
493,Bibox,BTM,BTC,1528070400,1581206400
496,Bibox,FSN,ETH,1571356800,1581206400
497,Bibox,FSN,BTC,1571356800,1581206400
498,Bibox,FSN,USDT,1571356800,1581206400
499,Bibox,HT,ETH,1571356800,1581206400
500,Bibox,HT,USDT,1552608000,1581206400
501,Bibox,HT,BTC,1571356800,1581206400
504,Bibox,FTM,BTC,1571356800,1581206400
505,Bibox,FTM,ETH,1571356800,1581206400
506,Bibox,FTM,USDT,1571356800,1581206400
507,Bibox,NPER,ETH,1571443200,1581033600
510,Bibox,ETC,ETH,1528070400,1581206400
511,Bibox,ETC,BTC,1528070400,1581206400
512,Bibox,ETC,USDT,1534550400,1581206400
515,Bibox,ONT,BTC,1571356800,1581206400
516,Bibox,ONT,BIX,1572134400,1579737600
517,Bibox,ONT,USDT,1571356800,1581206400
518,Bibox,ONT,ETH,1571356800,1581206400
519,Bibox,IX,BIX,1573344000,1579651200
520,Bibox,IX,USDT,1573344000,1579651200
521,Bibox,NULS,BTC,1580256000,1581206400
522,Bibox,NULS,USDT,1580169600,1581206400
523,Bibox,PRA,ETH,1573257600,1581033600
525,Bibox,LBA,BTC,1571788800,1581120000
526,Bibox,LBA,USDT,1571356800,1581206400
527,Bibox,LBA,BIX,1572393600,1578182400
528,Bibox,LBA,ETH,1573171200,1580774400
529,Bibox,DVP,ETH,1571356800,1581206400
530,Bibox,DVP,BTC,1571356800,1581206400
531,Bibox,BAT,BTC,1563321600,1581206400
532,Bibox,BAT,USDT,1563321600,1581206400
533,Bibox,BAT,ETH,1563321600,1581206400
534,Bibox,BIX,USDT,1571356800,1581206400
536,Bibox,BIX,BTC,1571356800,1581206400
537,Bibox,BIX,ETH,1571356800,1581206400
540,Bibox,CWV,BTC,1571356800,1576886400
541,Bibox,CWV,USDT,1571356800,1576886400
544,Bibox,ITC,ETH,1571356800,1581120000
545,Bibox,ITC,BTC,1571356800,1581120000
546,Bibox,TRX,ETH,1528070400,1581206400
547,Bibox,TRX,BTC,1528070400,1581206400
548,Bibox,DASH,ETH,1528070400,1581206400
549,Bibox,DASH,BTC,1528070400,1581206400
550,Bibox,DASH,USDT,1528070400,1581206400
551,Bibox,RFR,ETH,1576627200,1581206400
553,Bibox,UUU,ETH,1572652800,1581206400
554,Bibox,UUU,BTC,1571356800,1581206400
555,Bibox,UPP,ETH,1572220800,1578700800
559,Bibox,INSTAR,BTC,1571356800,1581206400
561,Bibox,INSTAR,ETH,1571356800,1581206400
562,Bibox,GARK,ETH,1580860800,1581206400
568,Bibox,MT,ETH,1571356800,1581206400
571,Bibox,LTC,ETH,1528070400,1581206400
572,Bibox,LTC,USDT,1528070400,1581206400
573,Bibox,LTC,BTC,1528070400,1581206400
574,Bibox,OMG,BTC,1562803200,1581206400
575,Bibox,OMG,ETH,1562803200,1581206400
576,Bibox,OMG,USDT,1562803200,1581206400
579,Bibox,ONGAS,ETH,1571356800,1581206400
580,Bibox,ONGAS,BTC,1571356800,1581206400
581,Bibox,ONGAS,USDT,1571356800,1581206400
583,Bibox,RTE,ETH,1571875200,1581033600
585,Bibox,MKR,ETH,1572220800,1580947200
586,Bibox,MKR,BTC,1552608000,1581206400
589,Bibox,DOGE,ETH,1565222400,1581206400
590,Bibox,DOGE,USDT,1565222400,1581206400
591,Bibox,DOGE,BIX,1571356800,1581206400
592,Bibox,PAI,BTC,1571356800,1581206400
593,Bibox,PAI,ETH,1571356800,1581206400
594,Bibox,ORME,ETH,1571356800,1581206400
595,Bibox,ORME,BIX,1573084800,1580083200
596,Bibox,ORME,USDT,1581033600,1581120000
597,Bibox,ORME,BTC,1571356800,1581206400
600,Bibox,LEND,ETH,1571356800,1581206400
601,Bibox,LEND,BTC,1571356800,1581206400
602,Bibox,GRIN,BTC,1571356800,1581206400
603,Bibox,GRIN,USDT,1571356800,1581206400
604,Bibox,GRIN,ETH,1571356800,1581206400
605,Bibox,LINK,ETH,1571356800,1581206400
606,Bibox,LINK,BTC,1563926400,1581206400
607,Bibox,LINK,USDT,1571356800,1581206400
608,Bibox,BOT,ETH,1576713600,1577577600
613,Bibox,REP,USDT,1571356800,1581206400
614,Bibox,REP,BTC,1564531200,1581206400
615,Bibox,REP,ETH,1564531200,1581206400
616,Bibox,XRP,ETH,1571356800,1581206400
617,Bibox,XRP,USDT,1553817600,1581206400
618,Bibox,XRP,BTC,1544054400,1581206400
621,Bibox,CRO,BTC,1559606400,1569369600
622,Bibox,CRO,USDT,1569369600,1581206400
625,Bibox,RDN,ETH,1571356800,1581206400
629,Bibox,RED,ETH,1571356800,1581206400
630,Bibox,RED,BTC,1571356800,1581206400
631,Bibox,RED,BIX,1571356800,1581206400
635,Bibox,ATOM,USDT,1571356800,1581206400
636,Bibox,ATOM,ETH,1571356800,1581206400
637,Bibox,VNT,USDT,1580169600,1581206400
638,Bibox,VNT,ETH,1571356800,1581206400
642,Bibox,BCH,USDT,1534550400,1581206400
643,Bibox,BCH,BTC,1528070400,1581206400
644,Bibox,BCH,ETH,1528070400,1581206400
645,Bibox,OSA,ETH,1571356800,1578873600
646,Bibox,OSA,USDT,1572393600,1581206400
647,Bibox,OSA,BTC,1571356800,1578960000
648,Bibox,CPCH,BTC,1571356800,1581206400
649,Bibox,CPCH,USDT,1571356800,1580947200
650,Bibox,CPCH,ETH,1571356800,1581206400
651,Bibox,DMTC,USDT,1576886400,1581206400
652,Bibox,TEL,ETH,1571356800,1580601600
653,Bibox,TEL,BTC,1573084800,1580860800
654,Bibox,GNX,ETH,1572566400,1581206400
656,Bibox,HPB,BIX,1571356800,1581206400
657,Bibox,HPB,USDT,1571356800,1581206400
658,Bibox,HPB,BTC,1571356800,1581206400
659,Bibox,HPB,ETH,1571356800,1581206400
660,Bibox,MXC,BTC,1573257600,1581120000
661,Bibox,CZR,ETH,1571356800,1581206400
662,Bibox,CZR,BTC,1571356800,1581206400
663,Bibox,ALGO,BTC,1571356800,1581206400
664,Bibox,ALGO,ETH,1571356800,1581206400
665,Bibox,ALGO,USDT,1571356800,1581206400
666,Bibox,IRIS,USDT,1571356800,1581206400
667,Bibox,IRIS,ETH,1571356800,1581206400
668,Bibox,IRIS,BTC,1571356800,1581206400
670,Bibox,QTUM,BTC,1528070400,1581206400
671,Bibox,QTUM,USDT,1528070400,1581206400
672,Bibox,QTUM,ETH,1528070400,1581206400
673,Bibox,EGG,USDT,1580774400,1581120000
674,Bibox,MTCMN,USDT,1571356800,1581206400
676,Bibox,MTCMN,BTC,1571356800,1581206400
677,Bibox,MTCMN,ETH,1571356800,1581206400
679,Bibox,BTC,USDT,1528070400,1581206400
680,Bibox,BTC,DAI,1552608000,1567555200
681,Bibox,BTC,GUSD,1552608000,1565395200
682,Bibox,LITION,BTC,1571788800,1581206400
683,Bibox,LITION,ETH,1572825600,1581033600
684,Bibox,MANA,BTC,1528070400,1581206400
685,Bibox,MANA,ETH,1528070400,1581206400
687,Bibox,HER,ETH,1571356800,1581206400
690,Bibox,BIHU,BTC,1571356800,1581206400
691,Bibox,BIHU,USDT,1580169600,1581206400
694,Bibox,XNK,BTC,1571356800,1581206400
695,Bibox,XNK,ETH,1571356800,1581206400
696,Bibox,BPL,USDT,1571356800,1581206400
701,Bibox,BZNT,ETH,1571356800,1581120000
706,Bibox,ELF,BTC,1528070400,1573430400
707,Bibox,ELF,ETH,1528070400,1579478400
708,Bibox,BCV,ETH,1571875200,1581120000
709,Bibox,BCV,BTC,1571356800,1581206400
710,Bibox,CBNT,ETH,1571356800,1578700800
713,Bibox,XENO,BIX,1571702400,1581206400
714,Bibox,XENO,USDT,1571356800,1581120000
715,Bibox,ABT,BTC,1573084800,1580947200
716,Bibox,ABT,ETH,1573430400,1581033600
717,Bibox,FOR,BIX,1573084800,1578441600
718,Bibox,FOR,USDT,1571356800,1581206400
721,Bibox,KBC,ETH,1571356800,1581206400
722,Bibox,KBC,BTC,1571356800,1581206400
723,Bibox,KEY,ETH,1571356800,1581206400
724,Bibox,BTO,ETH,1573257600,1581120000
727,Bibox,BTT,ETH,1571356800,1581206400
728,Bibox,HYN,ETH,1571356800,1581206400
729,Bibox,HYN,BTC,1571356800,1581206400
730,Bibox,HYN,USDT,1571356800,1581206400
731,Bibox,CAR,ETH,1571356800,1581120000
733,Bibox,NEO,USDT,1528070400,1581206400
734,Bibox,NEO,ETH,1528070400,1581206400
735,Bibox,NEO,BTC,1528070400,1581206400
736,Bibox,POA,ETH,1573171200,1580947200
737,Bibox,POA,BTC,1573257600,1578355200
740,Bibox,TTC,USDT,1571356800,1581206400
741,Bibox,TTC,ETH,1571356800,1581206400
743,Bibox,TTC,BTC,1571356800,1581206400
744,Bibox,CMT,ETH,1571356800,1581206400
746,Bibox,RES,BTC,1576627200,1581206400
747,Bibox,RES,USDT,1576627200,1581206400
748,Bibox,RES,ETH,1576627200,1581206400
753,Bibox,TNB,ETH,1573257600,1581033600
754,Bibox,JNT,BTC,1572393600,1580947200
755,Bibox,JNT,ETH,1573430400,1578700800
756,Bibox,LKN,ETH,1571356800,1581206400
757,Bibox,DDAM,ETH,1571356800,1581206400
758,Bibox,DDAM,USDT,1571356800,1581206400
761,Bibox,LAMB,ETH,1573084800,1581206400
764,Bibox,PI,USDT,1571356800,1581206400
765,Bibox,CARD,ETH,1572825600,1580947200
766,Bibox,PSC,USDT,1576713600,1581206400
767,Bibox,EOSC,USDT,1575244800,1581206400
768,BigONE,PRS,BTC,1571356800,1580860800
769,BigONE,PRS,ETH,1571356800,1580860800
770,BigONE,PRS,USDT,1571356800,1580860800
771,BigONE,BTT,TRX,1571356800,1580860800
772,BigONE,BTT,USDT,1574208000,1580860800
773,BigONE,BTT,BTC,1574208000,1580860800
774,BigONE,OCT,ETH,1571356800,1580860800
775,BigONE,MANA,ETH,1527811200,1553817600
776,BigONE,MANA,BTC,1529798400,1553817600
777,BigONE,BTC,USDT,1530144000,1580860800
778,BigONE,ONGAS,USDT,1571356800,1580860800
779,BigONE,ONGAS,BTC,1571356800,1580860800
780,BigONE,DOGE,USDT,1571356800,1580860800
781,BigONE,BTG,BTC,1515888000,1555372800
782,BigONE,TNB,BTC,1571356800,1580860800
783,BigONE,TNB,ETH,1571356800,1580860800
785,BigONE,KARMA,EOS,1571356800,1578614400
786,BigONE,GNT,BTC,1526688000,1553817600
787,BigONE,XMR,BTC,1574208000,1580860800
788,BigONE,XMR,USDT,1574208000,1580860800
789,BigONE,HORUS,EOS,1571702400,1580774400
793,BigONE,CVC,BTC,1514246400,1551225600
794,BigONE,QTUM,BTC,1529971200,1580860800
795,BigONE,QTUM,USDT,1571356800,1580860800
796,BigONE,BGONE,USDT,1571788800,1580860800
797,BigONE,BGONE,BTC,1571788800,1580860800
798,BigONE,BGONE,EOS,1571788800,1580860800
799,BigONE,BGONE,ETH,1571788800,1580860800
801,BigONE,UIP,BTC,1571443200,1580860800
802,BigONE,UIP,ETH,1572220800,1580774400
803,BigONE,ETC,BTC,1527984000,1580860800
804,BigONE,ETC,USDT,1571788800,1580860800
805,BigONE,YEC,USDT,1571356800,1580860800
